,index,Active,Agency,Bill_ID,LongDescription,ShortDescription,ID
636,200,True,Senate,1490,Eliminating the requirement that a city or town provide preservation rating information on a certain percentage of its arterial network.,Preservation rating info.,637
637,201,False,Senate,1493,Concerning biometric identifiers.,Biometric identifiers,638
638,202,True,Senate,1493,Concerning biometric identifiers.,Biometric identifiers,639
639,203,False,Senate,1495,Incentivizing the development of commercial office space in cities with a population of greater than fifty thousand and located in a county with a population of less than one million five hundred thousand.,Commercial office space,640
640,205,True,Senate,1495,Incentivizing the development of commercial office space in cities with a population of greater than fifty thousand and located in a county with a population of less than one million five hundred thousand.,Commercial office space,641
641,206,True,Senate,1499,Creating protections and fairness for students in the student loan disbursement process.,Student loan disbursement,642
642,207,False,Senate,1501,Protecting law enforcement and the public from persons who illegally attempt to obtain firearms.,Attempts to obtain firearms,643
643,208,True,Senate,1501,Protecting law enforcement and the public from persons who illegally attempt to obtain firearms.,Attempts to obtain firearms,644
644,209,False,Senate,1503,Preventing unfunded mandates involving on-site sewage systems from affecting local governments and property owners.,On-site sewage sys. mandates,645
645,210,True,Senate,1503,Preventing unfunded mandates involving on-site sewage systems from affecting local governments and property owners.,On-site sewage sys. mandates,646
646,211,False,Senate,1504,Concerning rail dependent uses for purposes of the growth management act and related development regulations.,GMA/rail dependent uses,647
647,212,True,Senate,1504,Concerning rail dependent uses for purposes of the growth management act and related development regulations.,GMA/rail dependent uses,648
648,213,True,Senate,1507,Enhancing election reconciliation reports.,Election reconcil. reports,649
649,214,False,Senate,1508,Promoting student health and readiness through meal and nutrition programs.,Student meals & nutrition,650
650,215,True,Senate,1508,Promoting student health and readiness through meal and nutrition programs.,Student meals & nutrition,651
651,216,False,Senate,1515,Clarifying the appropriate format for signed written authorizations for special parking privileges.,Special parking privileges,652
652,217,True,Senate,1515,Clarifying the appropriate format for signed written authorizations for special parking privileges.,Special parking privileges,653
653,218,False,Senate,1520,Allowing alternative payment methodologies for critical access hospitals participating in the Washington rural health access preservation pilot.,Hospital payment methodology,654
654,219,True,Senate,1520,Allowing alternative payment methodologies for critical access hospitals participating in the Washington rural health access preservation pilot.,Hospital payment methodology,655
655,220,False,Senate,1521,Removing the requirement that an employee must work at least six months before taking vacation leave.,Six months/vacation leave,656
656,221,True,Senate,1521,Removing the requirement that an employee must work at least six months before taking vacation leave.,Six months/vacation leave,657
657,222,False,Senate,1523,"Requiring health plans to cover, with no cost sharing, all preventive services required to be covered under federal law as of December 31, 2016.",Preventive service coverage,658
658,223,True,Senate,1523,"Requiring health plans to cover, with no cost sharing, all preventive services required to be covered under federal law as of December 31, 2016.",Preventive service coverage,659
659,224,False,Senate,1524,Increasing success in therapeutic courts.,Therapeutic courts,660
660,225,True,Senate,1524,Increasing success in therapeutic courts.,Therapeutic courts,661
661,226,False,Senate,1526,Exempting multipurpose senior citizen centers from property taxation.,Senior center property taxes,662
662,227,True,Senate,1526,Exempting multipurpose senior citizen centers from property taxation.,Senior center property taxes,663
663,228,True,Senate,1530,Grandfathering the accrual of vacation leave above the statutory maximum for certain employees of the Washington state ferries.,Vacation/ferry employees,664
664,229,False,Senate,1531,Concerning the forest riparian easement program.,Forest riparian easement prg,665
665,230,True,Senate,1531,Concerning the forest riparian easement program.,Forest riparian easement prg,666
666,231,False,Senate,1538,Requiring prime contractors to bond the subcontractors portion of retainage upon request.,Subcontractor bonding,667
667,232,True,Senate,1538,Requiring prime contractors to bond the subcontractors portion of retainage upon request.,Subcontractor bonding,668
668,233,False,Senate,1539,Regarding a curriculum for the prevention of sexual abuse of students.,Sexual abuse of students,669
669,234,False,Senate,1543,Concerning parental rights and responsibilities of sexual assault perpetrators and survivors.,Sex. assault/parental rights,670
670,235,True,Senate,1543,Concerning parental rights and responsibilities of sexual assault perpetrators and survivors.,Sex. assault/parental rights,671
671,236,False,Senate,1547,Exempting certain hospitals from certificate of need requirements for the addition of psychiatric beds until June 2019.,Cert. of need/psychiat. beds,672
672,237,True,Senate,1547,Exempting certain hospitals from certificate of need requirements for the addition of psychiatric beds until June 2019.,Cert. of need/psychiat. beds,673
673,238,False,Senate,1548,Concerning curricula for persons in long-term care facilities with behavioral health needs.,Long-term care curricula,674
